"","ageph","postal","freq","agecar","sexph","fuel","split","use","fleet","sportc","cover","power","claimAm","long","lat","logclaimAm","group_ageph"
"153624",35,3550,1,">10","Male","Gasoil","Thrice","Private","No","No","MTPL","<66",1426.3793415,5.27855047586123,51.019865749634,7.26289458347995,"[33,37)"
"153637",49,3580,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",136.78764697,5.21215580845061,51.0466956265138,4.91842970118427,"[46,50)"
"153644",44,3600,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",812.59497421,5.48452019846175,50.967164084732,6.70023279870802,"[42,46)"
"153647",28,3600,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",147.59580465,5.48452019846175,50.967164084732,4.99447748798192,"[25,29)"
"153649",26,3600,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",3021.8716457,5.48452019846175,50.967164084732,8.01363166863484,"[25,29)"
"153678",38,3630,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",220.40213288,5.65932244841685,50.9734663436712,5.39545375454591,"[37,42)"
"153684",27,3630,1,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL","<66",1426.3793415,5.65932244841685,50.9734663436712,7.26289458347995,"[25,29)"
"153696",20,3630,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",615.04862431,5.65932244841685,50.9734663436712,6.42170132859983,"[0,25)"
"153702",51,3630,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",150.37221213,5.65932244841685,50.9734663436712,5.01311363467161,"[50,56)"
"153716",24,3650,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",4143.7385814,5.70159912010629,51.0359562074082,8.32935369831047,"[0,25)"
"153731",28,3680,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",150.37221213,5.70477186782923,51.0880172808515,5.01311363467161,"[25,29)"
"153741",45,3700,2,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+","<66",444.44830057,5.45412215054032,50.7717834338709,6.09683373901067,"[42,46)"
"153755",28,3770,2,"2-5","Male","Gasoil","Thrice","Private","No","No","MTPL+","66-110",3179.8789784,5.58156155056457,50.8053387991295,8.06459841794311,"[25,29)"
"153757",23,3770,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+++","66-110",371.84028716,5.58156155056457,50.8053387991295,5.91846442649084,"[0,25)"
"153761",47,3800,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",41546.954752,5.20617047897538,50.8115930492297,10.6345795064304,"[46,50)"
"153770",54,3800,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",136.24228122,5.20617047897538,50.8115930492297,4.91443478034226,"[50,56)"
"153786",42,3910,1,">10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",706.99233265,5.44898067140247,51.2288157485015,6.5610198209297,"[42,46)"
"153793",79,3920,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",1595.4923041,5.29162888801784,51.2255902100083,7.37493762220306,"[65,100]"
"153797",28,3920,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","66-110",155.77629097,5.29162888801784,51.2255902100083,5.04842094579765,"[25,29)"
"153801",23,3930,2,"0-1","Male","Gasoil","Thrice","Private","No","No","MTPL+++","<66",3181.9860733,5.49677388429083,51.2601663980207,8.0652608321754,"[0,25)"
"153804",34,3950,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL+","<66",1239.4676239,5.55327597937498,51.1869064641667,7.12243723084366,"[33,37)"
"153812",24,3980,1,"0-1","Male","Gasoil","Monthly","Private","No","No","MTPL+++","<66",2865.6491464,5.05891146091424,51.0547371611676,7.96055018163397,"[0,25)"
"153827",32,4000,1,">10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",70.376971683,5.55794515210474,50.6472499713739,4.25386610287734,"[29,33)"
"153829",33,4000,2,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+++","<66",1319.2397601,5.55794515210474,50.6472499713739,7.18481091034548,"[33,37)"
"153830",65,4000,1,">10","Male","Petrol","Once","Private","No","No","MTPL","66-110",84.630849358,5.55794515210474,50.6472499713739,4.43829884976541,"[65,100]"
"153847",48,4000,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",229.84687617,5.55794515210474,50.6472499713739,5.4374133314268,"[46,50)"
"153856",78,4000,1,"6-10","Male","Petrol","Once","Professional","No","No","MTPL","<66",863.80977642,5.55794515210474,50.6472499713739,6.76135257838337,"[65,100]"
"153857",40,4000,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",1426.3793415,5.55794515210474,50.6472499713739,7.26289458347995,"[37,42)"
"153858",34,4000,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL","66-110",110.36219723,5.55794515210474,50.6472499713739,4.70376765881019,"[33,37)"
"153859",31,4000,1,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL+","<66",1426.3793415,5.55794515210474,50.6472499713739,7.26289458347995,"[29,33)"
"153870",25,4000,1,"2-5","Male","Gasoil","Thrice","Private","No","No","MTPL+","66-110",131.97851259,5.55794515210474,50.6472499713739,4.88263912592662,"[25,29)"
"153879",31,4000,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",110.36219723,5.55794515210474,50.6472499713739,4.70376765881019,"[29,33)"
"153891",72,4000,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",421.41899211,5.55794515210474,50.6472499713739,6.04362756943377,"[65,100]"
"153893",37,4040,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",2956.0311255,5.61386402329344,50.6794631627318,7.99160281161347,"[37,42)"
"153901",35,4040,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",64.625841908,5.61386402329344,50.6794631627318,4.16861436033368,"[33,37)"
"153904",36,4040,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",357.06583308,5.61386402329344,50.6794631627318,5.87792017116543,"[33,37)"
"153932",38,4100,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+++","66-110",70.798390675,5.50186097173356,50.5826289911125,4.25983626986223,"[37,42)"
"153933",37,4100,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",1698.7151679,5.50186097173356,50.5826289911125,7.43762746070767,"[37,42)"
"153943",41,4100,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",171.59189785,5.50186097173356,50.5826289911125,5.14511897061284,"[37,42)"
"153944",67,4100,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+++","<66",1595.4923041,5.50186097173356,50.5826289911125,7.37493762220306,"[65,100]"
"153953",65,4100,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",1641.4269743,5.50186097173356,50.5826289911125,7.4033212487757,"[65,100]"
"153966",68,4120,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",131.97851259,5.46500228365595,50.534977217207,4.88263912592662,"[65,100]"
"153989",51,4180,1,"2-5","Male","Gasoil","Thrice","Private","No","No","MTPL+++","66-110",1491.0051835,5.53797791464035,50.4409418670944,7.30720579128452,"[50,56)"
"154001",21,4210,2,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+","66-110",456.94213421,5.08854653524473,50.5825621831841,6.12455676189241,"[0,25)"
"154002",25,4217,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+++","66-110",483.39237331,5.07886574541813,50.5505287841991,6.18082869096246,"[25,29)"
"154004",52,4217,1,">10","Male","Petrol","Twice","Private","No","Yes","MTPL+","66-110",191.646484,5.07886574541813,50.5505287841991,5.25565244571515,"[50,56)"
"154006",19,4217,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL","66-110",3192.9181778,5.07886574541813,50.5505287841991,8.06869056689318,"[0,25)"
"154042",53,4300,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",458.60302083,5.25641652901396,50.6940073123625,6.12818495747145,"[50,56)"
"154063",33,4340,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL","<66",110.36219723,5.44482162742771,50.6937983534123,4.70376765881019,"[33,37)"
"154077",56,4360,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL+","<66",443.72940934,5.33699600536364,50.7230491082054,6.09521493822572,"[56,65)"
"154089",43,4400,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",1535.8987008,5.43052541861326,50.596887929955,7.33687096153282,"[42,46)"
"154090",65,4420,2,"2-5","Male","Petrol","Monthly","Private","No","No","MTPL+++","66-110",169.03859454,5.51555369774164,50.6323307047088,5.13012705890977,"[65,100]"
"154098",41,4420,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",1487.2619912,5.51555369774164,50.6323307047088,7.30469211870151,"[37,42)"
"154099",25,4420,2,"2-5","Male","Gasoil","Once","Private","No","No","MTPL","<66",19997.71938,5.51555369774164,50.6323307047088,9.9033735150341,"[25,29)"
"154108",21,4420,1,"0-1","Male","Gasoil","Twice","Private","No","No","MTPL+++","<66",1426.3793415,5.51555369774164,50.6323307047088,7.26289458347995,"[0,25)"
"154124",33,4450,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",131.97851259,5.53088938932911,50.7160758103775,4.88263912592662,"[33,37)"
"154125",22,4450,1,"6-10","Male","Gasoil","Twice","Professional","No","No","MTPL+","<66",117.60068815,5.53088938932911,50.7160758103775,4.76729488706305,"[0,25)"
"154129",46,4460,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","66-110",123.94676239,5.42918739446807,50.6377196223759,4.81985213784962,"[46,50)"
"154134",28,4460,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",1426.3793415,5.42918739446807,50.6377196223759,7.26289458347995,"[25,29)"
"154157",42,4500,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",19211.74817,5.21275122517591,50.5085989915919,9.86327725474544,"[42,46)"
"154171",59,4520,1,"2-5","Male","Gasoil","Thrice","Private","No","No","MTPL","<66",216.55978324,5.18739321073395,50.5502625175195,5.37786664438201,"[56,65)"
"154175",43,4520,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",361.82538876,5.18739321073395,50.5502625175195,5.89116174396516,"[42,46)"
"154181",33,4537,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",1662.5970813,5.29148254440034,50.6088070327748,7.41613616559202,"[33,37)"
"154191",27,4540,1,"6-10","Male","Gasoil","Twice","Private","No","Yes","MTPL","<66",1426.3793415,5.30087505693897,50.5529367432276,7.26289458347995,"[25,29)"
"154195",54,4550,1,"0-1","Male","Petrol","Once","Private","No","No","MTPL","66-110",1426.3793415,5.39008376556192,50.5172153838585,7.26289458347995,"[50,56)"
"154199",26,4560,1,"2-5","Male","Gasoil","Thrice","Private","No","No","MTPL+++","<66",3231.192938,5.32535042727679,50.4129937276615,8.08060667868108,"[25,29)"
"154210",52,4577,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",1634.8082172,5.28914794073299,50.473227965558,7.39928077810274,"[50,56)"
"154224",29,4610,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",1718.695386,5.65110836594125,50.6288540140746,7.44932078549185,"[29,33)"
"154225",34,4610,3,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","66-110",1442.2445271,5.65110836594125,50.6288540140746,7.27395587843401,"[33,37)"
"154229",34,4610,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",128.35926713,5.65110836594125,50.6288540140746,4.85483310673642,"[33,37)"
"154239",68,4620,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","66-110",3021.8716457,5.67237762445059,50.6182084898219,8.01363166863484,"[65,100]"
"154248",28,4630,2,"6-10","Male","Gasoil","Once","Private","No","No","MTPL+","<66",155.20613586,5.72144688187998,50.6200776535681,5.04475414214804,"[25,29)"
"154253",48,4630,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",1554.7386087,5.72144688187998,50.6200776535681,7.34906271318436,"[46,50)"
"154263",24,4630,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",128.35926713,5.72144688187998,50.6200776535681,4.85483310673642,"[0,25)"
"154284",61,4680,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL+","<66",64.625841908,5.61229928458554,50.7111896855022,4.16861436033368,"[56,65)"
"154290",55,4690,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",70.798390675,5.6000490957819,50.7656990088237,4.25983626986223,"[50,56)"
"154315",29,4800,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","<66",70.798390675,5.8455015983666,50.5845917649235,4.25983626986223,"[29,33)"
"154324",57,4800,1,"6-10","Male","Petrol","Once","Private","Yes","No","MTPL+","66-110",64.625841908,5.8455015983666,50.5845917649235,4.16861436033368,"[56,65)"
"154326",53,4800,2,"2-5","Male","Gasoil","Once","Professional","No","No","MTPL+++","66-110",1342.2690686,5.8455015983666,50.5845917649235,7.20211679564617,"[50,56)"
"154334",24,4820,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",548.16695133,5.84403300905533,50.6135264013169,6.30657989626157,"[0,25)"
"154340",32,4840,2,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL","<66",1330.5437049,5.95542196056462,50.6592330606192,7.19334293835626,"[29,33)"
"154341",46,4840,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",128.35926713,5.95542196056462,50.6592330606192,4.85483310673642,"[46,50)"
"154342",28,4840,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL+","66-110",158.99890679,5.95542196056462,50.6592330606192,5.068897326662,"[25,29)"
"154346",34,4845,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL","<66",145.16644811,5.95590196459116,50.5306991432703,4.97788100206648,"[33,37)"
"154364",51,4870,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",307.41276007,5.69716646370456,50.5682782725506,5.72819133990467,"[50,56)"
"154367",28,4870,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",101.98339609,5.69716646370456,50.5682782725506,4.62481001660224,"[25,29)"
"154369",27,4870,1,">10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",1426.3793415,5.69716646370456,50.5682782725506,7.26289458347995,"[25,29)"
"154370",24,4870,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL","<66",1426.3793415,5.69716646370456,50.5682782725506,7.26289458347995,"[0,25)"
"154390",43,4987,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL","<66",133.1188228,5.7878720251709,50.408214998769,4.89124213388476,"[42,46)"
"154400",59,5000,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+","66-110",105.60264155,4.8594592952501,50.4614444975032,4.65968338563733,"[56,65)"
"154421",31,5000,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL+","66-110",1426.3793415,4.8594592952501,50.4614444975032,7.26289458347995,"[29,33)"
"154425",23,5000,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",145.01771199,4.8594592952501,50.4614444975032,4.97685588661584,"[0,25)"
"154426",27,5000,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",3173.7064296,4.8594592952501,50.4614444975032,8.06265540455916,"[25,29)"
"154428",45,5030,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",342.29137901,4.6950931528798,50.5669266746439,5.83566235973841,"[42,46)"
"154435",46,5030,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","<66",129.25168382,4.6950931528798,50.5669266746439,4.86176154092457,"[46,50)"
"154445",62,5060,2,">10","Male","Petrol","Once","Private","No","No","MTPL+","<66",530.8639833,4.61011609341325,50.4464317895078,6.27450583645202,"[56,65)"
"154454",30,5060,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",1596.3351421,4.61011609341325,50.4464317895078,7.37546574474966,"[29,33)"
"154475",53,5170,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",99.603618254,4.8178407455361,50.375166258009,4.60119849178212,"[50,56)"
"154479",28,5170,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",1426.3793415,4.8178407455361,50.375166258009,7.26289458347995,"[25,29)"
"154481",28,5190,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+++","66-110",647.448308,4.66580571523311,50.4717078649767,6.47303895718222,"[25,29)"
"154500",27,5190,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",40433.045198,4.66580571523311,50.4717078649767,10.6074026800556,"[25,29)"
"154510",46,5300,3,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+","66-110",421.07194118,5.04729078500334,50.4866654932304,6.04280370074648,"[46,50)"
"154525",31,5300,3,"6-10","Male","Petrol","Twice","Private","No","Yes","MTPL+","66-110",4467.7354183,5.04729078500334,50.4866654932304,8.40463694140346,"[29,33)"
"154537",40,5310,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",145.01771199,4.88349403850405,50.5866906154335,4.97685588661584,"[37,42)"
"154547",23,5310,2,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL+","<66",604.31483469,4.88349403850405,50.5866906154335,6.40409531161825,"[0,25)"
"154551",27,5310,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+","66-110",82.201492815,4.88349403850405,50.5866906154335,4.40917346266365,"[25,29)"
"154559",88,5340,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",64.625841908,5.04267807985888,50.4223874643463,4.16861436033368,"[65,100]"
"154599",24,5537,1,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL","<66",64.625841908,4.79933723902447,50.3186595664131,4.16861436033368,"[0,25)"
"154605",35,5555,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",149.97558249,5.00918575972382,49.9220897115537,5.0104724974456,"[33,37)"
"154608",24,5560,2,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",468.91539146,4.97087384349246,50.179465294696,6.15042235016762,"[0,25)"
"154611",37,5570,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL","<66",64.625841908,4.92029195763124,50.0887392236491,4.16861436033368,"[37,42)"
"154636",41,5620,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",150.37221213,4.64540216028155,50.2410031457484,5.01311363467161,"[37,42)"
"154676",24,6000,1,">10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",1317.6780309,4.4383532510193,50.4167838476249,7.18362639910441,"[0,25)"
"154682",41,6000,2,">10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",174.21956921,4.4383532510193,50.4167838476249,5.16031639570947,"[37,42)"
"154732",39,6000,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",884.73198992,4.4383532510193,50.4167838476249,6.78528476289519,"[37,42)"
"154735",32,6000,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",1426.3793415,4.4383532510193,50.4167838476249,7.26289458347995,"[29,33)"
